id,region_id,name,description,,image_url
14,5,クラブケーキ (Crab Cakes),近くのメリーランド州がカニの名産地であるため、ほぐしたカニ肉を固めて焼いたり揚げたりしたケーキが人気です。,,/images/food/014.jpg
15,5,ムンチー・ボックス (Mumbo Sauce),甘くて酸味のあるバーベキューソースに似た赤いソース。フライドチキンやフライドポテトにかけて食べるD.C.発祥の調味料です。,,/images/food/015.jpg
16,6,キューバンサンドイッチ,ローストポーク、ハム、チーズ、ピクルスなどを挟んでプレスし、カリッと焼き上げたマイアミ発祥のサンドイッチ。,,/images/food/016.jpg
17,6,コンクフリッター (Conch Fritters),カリブ海で獲れる大きな巻き貝（コンク）の身を刻み、衣をつけて揚げたもの。キーウェスト周辺で有名です。,,/images/food/017.jpg
18,6,ストーンクラブ (Stone Crab),フロリダ州の特産であるカニ。主に爪の部分を茹でて、冷製でマスタードソースを付けて食べる高級食材。,,/images/food/018.jpg
19,7,ポキ（Poké）,マグロなどの魚介類を醤油やごま油で和えた、ハワイの伝統的なシーフード料理。,,/images/food/019.jpg
20,7,ロコモコ (Loco Moco),ご飯の上にハンバーグ、目玉焼きを乗せ、グレービーソースをたっぷりかけたハワイのソウルフード。,,/images/food/020.jpg
21,7,ガーリックシュリンプ,エビをニンニクとバターで炒めたもの。ノースショアの屋台料理として有名になりました。,,/images/food/021.jpg
22,8,カルボナーラ,卵、ペコリーノチーズ、グアンチャーレ（豚頬肉の塩漬け）で作る、濃厚な味わいのパスタ。,,/images/food/022.jpg
23,8,サルティンボッカ (Saltimbocca),仔牛肉に生ハムとセージを乗せ、白ワインでソテーした料理。ローマを代表する肉料理。,,/images/food/023.jpg
24,8,フリット,野菜や魚介類などを小麦粉の衣で揚げた料理。特に、揚げたタラの切り身（バッカラ）が有名です。,,/images/food/024.jpg
25,9,ローマ料理全般,バチカン市国内に一般のレストランはないため、外側のローマ市内の料理（カルボナーラなど）が食事の基本です。,,/images/food/025.jpg
26,9,マリトッツォ (Maritozzo),ローマで人気の伝統的なお菓子。生クリームをたっぷり挟んだブリオーシュ生地のパンです。,,/images/food/026.jpg
27,9,ピッツァ・アル・ターリオ,長方形の大きなピザを切り売りするスタイル。バチカン周辺のテイクアウト店で手軽に食べられます。,,/images/food/027.jpg
28,10,ビステッカ・アッラ・フィオレンティーナ,分厚いTボーンステーキを強火で焼き、中は非常にレアに仕上げるトスカーナ地方の名物。,,/images/food/028.jpg
29,10,リボッリータ (Ribollita),様々な野菜と豆、パンを煮込んだトスカーナの伝統的な野菜スープ。温め直す（リボッリータ）ことから名がつきました。,,/images/food/029.jpg
30,10,ポルチーニ茸料理,秋の味覚。ポルチーニ茸を使ったパスタやリゾット、ソテーなどが楽しめます。,,/images/food/030.jpg
31,11,イカ墨のパスタ（Spaghetti al nero di seppia）,イカ墨を使った真っ黒なパスタまたはリゾット。濃厚な旨味が特徴のベネチア名物です。,,/images/food/031.jpg
32,11,バッカラ・マンテカート,塩漬けのタラを牛乳で煮込み、ペースト状にしたもの。ポレンタやパンに乗せて食べます。,,/images/food/032.jpg
33,11,リージ・エ・ビージ,お米とグリーンピースを煮込んだ、リゾットとスープの中間のようなベネチア風の料理。,,/images/food/033.jpg
34,12,リゾット・アッラ・ミラネーゼ,サフランで色付けされた鮮やかな黄色いリゾット。バターとチーズが効いた濃厚な味わいです。,,/images/food/034.jpg
35,12,オッソブーコ (Ossobuco),仔牛の骨付きすね肉を白ワインやブイヨンで煮込んだ料理。ミラノ風リゾットと合わせて提供されます。,,/images/food/035.jpg
36,12,ピッツォッケリ (Pizzoccheri),そば粉を使った平たいパスタ。キャベツやジャガイモと一緒にチーズとバターで和える、寒い地方の料理です。,,/images/food/036.jpg
37,13,ピッツァ・マルゲリータ,トマト、モッツァレラ、バジルのみを使った、ナポリ発祥のシンプルで世界的に有名なピザ。,,/images/food/037.jpg
38,13,魚介のフリット,新鮮なエビ、イカ、小魚などを軽く衣を付けて揚げた、ナポリ湾岸の定番ストリートフード。,,/images/food/038.jpg
39,13,クオッポ (Cuoppo),紙のコーンに入れたフリット（揚げ物）の盛り合わせ。魚介や野菜、ポレンタなどが入っています。,,/images/food/039.jpg
40,14,ラビオリ・カプレーゼ,チーズとマジョラムを詰めた手打ちラビオリを、シンプルなトマトソースとバジルで和えた料理。,,/images/food/040.jpg
41,14,ピッツァ・フリッタ,生地を揚げたナポリ地方のピザ。軽食としてカプリ島でも人気があります。,,/images/food/041.jpg
42,14,レモン料理,島の名産である大きなレモンを使ったリゾットやパスタ。リモンチェッロ（レモンリキュール）も有名です。,,/images/food/042.jpg
43,15,デルーミニア (Delizia al Limone),レモンの香りが爽やかなスポンジケーキ。この地方を代表する人気のあるドルチェ（デザート）です。,,/images/food/043.jpg
44,15,魚介のパスタ,新鮮な魚介類をシンプルにトマトやオリーブオイルで調理した、海の幸を堪能できるパスタ。,,/images/food/044.jpg
45,15,スカロピーネ・アル・リモーネ,仔牛肉などを薄く叩き、レモンソースでソテーした料理。レモンの風味を活かした肉料理の定番です。,,/images/food/045.jpg
46,16,アランチーニ (Arancini),ご飯を丸めて具材（ミートソースやチーズなど）を詰め、衣をつけて揚げたライスコロッケ。シチリア名物のストリートフードです。,,/images/food/046.jpg
47,16,パスタ・アッラ・ノルマ (Pasta alla Norma),揚げたナス、トマトソース、リコッタ・サラータ（塩漬けリコッタチーズ）を使った、カターニア発祥のパスタ。,,/images/food/047.jpg
48,16,クスクス・ディ・ペッシェ,魚介のスープと一緒に食べるクスクス。北アフリカの影響を受けた、トラパニ地方の郷土料理です。,,/images/food/048.jpg
49,17,トロフィエ・アル・ペスト (Trofie al Pesto),らせん状の小さなパスタ。新鮮なバジル、松の実、チーズを使った名物のペストソースと和えた料理。,,/images/food/049.jpg
50,17,フォカッチャ (Focaccia),オリーブオイルと塩を効かせた平たいパン。チーズや具材を挟んで軽食として食べることも多いです。,,/images/food/050.jpg
51,17,アンチョビ料理 (Acciughe),この地域の新鮮なアンチョビを塩漬けやマリネ、フライなど、様々な調理法で味わえます。,,/images/food/051.jpg
52,18,エスカルゴ,ニンニクとパセリの特製バターで焼いたカタツムリ。フランスの前菜の定番。,,/images/food/052.jpg
53,18,フォアグラ,ガチョウやアヒルの肝臓。濃厚でなめらかな、フランスの高級食材。,,/images/food/053.jpg
54,18,ステーキ・フリット,ステーキとフライドポテトのセット。ブラッスリーの定番料理。,,/images/food/054.jpg
55,19,ふわふわオムレツ,島内の老舗「ラ・メール・プラール」発祥。メレンゲのように厚く、泡立てて焼いた名物のオムレツ。,,/images/food/055.jpg
56,19,プレ・サレ（Pré-salé）,干潟の塩分を含んだ草を食べて育った羊の肉。独特の風味があり、ローストなどで提供されます。,,/images/food/056.jpg
57,19,ノルマンディー風クレープ・ガレット,ノルマンディー地方の特産であるリンゴやシードルと合わせたクレープやガレット。,,/images/food/057.jpg
58,20,ソッカ (Socca),ひよこ豆の粉を水で溶いて、薄く焼いたクレープのような食べ物。ニースのストリートフードです。,,/images/food/058.jpg
59,20,ラタトゥイユ (Ratatouille),ナス、ピーマン、ズッキーニなどの夏野菜をオリーブオイルで煮込んだ、プロヴァンス地方の定番煮込み料理。,,/images/food/059.jpg
60,20,ニョッキ (Gnocchi),ジャガイモを主原料とした、イタリアの影響を受けた団子状のパスタ。ソースと絡めて食べます。,,/images/food/060.jpg
61,21,クネル (Quenelles),魚のすり身などにバターや卵を混ぜて焼いた、軽くてふわふわしたリヨン名物の料理。ソースをかけて食べます。,,/images/food/061.jpg
62,21,ソーシソン・ド・リヨン (Saucisson de Lyon),ピスタチオなどを加えた豚肉のソーセージを煮込む、リヨンを代表するシャルキュトリー（食肉加工品）。,,/images/food/062.jpg
63,21,タブレ・ド・サプール (Tablier de Sapeur),牛の胃（ハチノス）を衣をつけて揚げ焼きにした料理。リヨンの伝統的な内臓料理の一つです。,,/images/food/063.jpg
64,22,リイエット (Rillettes),豚肉を脂で長時間煮込んだ保存食。ペースト状になっており、パンに塗って食べるロワール名物。,,/images/food/064.jpg
65,22,サン・ジャックのムニエル,ロワール川で獲れる帆立貝（コキーユ・サン・ジャック）をバターで焼き上げたシンプルな料理。,,/images/food/065.jpg
66,22,ソモン・オゼイユ (Saumon à l'Oseille),ソレル（スイバ）というハーブを使ったクリームソースでいただく、ロワール川のサーモン料理。,,/images/food/066.jpeg
67,23,フォー (Phở),牛肉や鶏肉の出汁が効いたスープに米麺を入れた、ベトナムを代表する温かい麺料理。,,/images/food/067.jpeg
68,23,チャーカー (Chả cá),ウコン（ターメリック）で味付けした魚の切り身をディルなどのハーブと一緒に炒めて食べる、ハノイ特有の料理。,,/images/food/068.jpeg
69,23,フォー・クオン (Phở cuốn),茹でた牛肉やハーブを、フォーの生地で作ったライスペーパーで巻いた、タレにつけて食べる料理。,,/images/food/069.jpg
70,24,ミークアン (Mì Quảng),ターメリックで黄色く色付けられた幅広の米麺に、鶏肉やエビ、ピーナッツなどを乗せた、汁なし麺に近いダナンの名物。,,/images/food/070.jpg
71,24,バインセオ (Bánh Xèo),米粉とターメリックの生地を薄く焼き、エビや豚肉、もやしなどを挟んだベトナム風お好み焼き。ライスペーパーに包んで食べます。,,/images/food/071.jpg
72,24,ネムルイ (Nem Lụi),豚肉のつくねをレモングラスの茎などに巻き付けて炭火で焼いたもの。米麺や野菜と一緒にライスペーパーに巻いて食べます。,,/images/food/072.jpeg
73,25,カオラウ (Cao lầu),独自の製法で作られたコシのある太い麺に、豚肉や野菜などを乗せたホイアン名物の汁なし麺。,,/images/food/073.jpg
74,25,ホワイトローズ (Bánh Bao Vac),エビのすり身などを米粉の皮で包み、バラの花のように形作った蒸し餃子。甘酸っぱいタレで食べます。,,/images/food/074.jpg
75,25,コムガー (Cơm Gà),鶏の出汁で炊き上げた黄色いご飯に、裂いた鶏肉とタレをかけて食べる、ホイアン風のチキンライス。,,/images/food/075.jpg
76,26,バインセオ (Bánh Xèo),米粉とターメリックの生地を薄く焼き、エビや豚肉、もやしなどを挟んだベトナム風お好み焼き。,,/images/food/076.jpg
77,26,フーティウ (Hủ Tiếu),豚骨ベースのあっさりしたスープに、米や卵の麺を入れた南部を代表する麺料理。汁なし（コー）でも人気。,,/images/food/077.png
78,26,ゴイクォン (Gỏi Cuốn),茹でたエビや豚肉、米麺、野菜などをライスペーパーで巻いた生春巻き。ピーナッツソースを付けて食べます。,,/images/food/078.jpeg
79,27,チーズフォンデュ (Käsefondue),チーズをワインで溶かした鍋に、パンなどを浸して食べるスイスの国民的なチーズ料理。,,/images/food/079.jpeg
80,27,レシュティ (Rösti),ジャガイモを細切りにして円盤状に焼き上げた、スイスの伝統的なジャガイモ料理。付け合わせとしても人気。,,/images/food/080.jpeg
81,27,ベルナー・プラッテ (Berner Platte),豚の塩漬け肉、ソーセージ、ベーコンなどの肉とザワークラウトやジャガイモを盛り合わせたベルン地方の郷土料理。,,/images/food/081.jpg
82,28,チューリッヒ風細切り肉のクリーム煮 (Zürcher Geschnetzeltes),細切りにした仔牛肉をクリームと白ワインで煮込んだ料理。レシュティを添えて食べるのが一般的です。,,/images/food/082.jpg
83,28,レシュティ (Rösti),ジャガイモを細切りにして円盤状に焼き上げた、スイスの伝統的なジャガイモ料理。付け合わせとしても人気です。,,/images/food/083.jpeg
84,28,ビルヒャーミュズリ (Birchermüesli),スイス人医師が考案した、オートミール、ナッツ、フルーツを混ぜた、ヘルシーな朝食や軽食。,,/images/food/084.jpg
85,29,ルツェルナー・パシュテートリ (Luzerner Chügelipastete),パイ生地の中に、仔牛肉やキノコなどを詰めたクリーム煮が入った、ルツェルンを代表する料理。,,/images/food/085.jpg
86,29,レシュティ (Rösti),ジャガイモを細切りにして円盤状に焼き上げた、スイスの伝統的なジャガイモ料理。様々な料理の付け合わせにされます。,,/images/food/086.jpeg
87,29,アルペンマカロニ (Älplermagronen),マカロニ、ジャガイモ、チーズを混ぜたグラタン風料理。リンゴソースを添えて食べることが多いです。,,/images/food/087.jpg
88,30,ラクレット (Raclette),チーズの表面を温め、溶けた部分を削ってジャガイモやピクルスにかけて食べるヴァレー州発祥の料理。,,/images/food/088.jpg
89,30,ヴァレー風プラッテ (Walliser Platte),ヴァレー州名産のドライミート（乾燥肉）や生ハム、チーズ、ライ麦パンなどを盛り合わせた前菜。,,/images/food/089.jpg
90,30,レシュティ (Rösti),ジャガイモを細切りにして円盤状に焼き上げた、スイスの伝統的なジャガイモ料理。,,/images/food/090.jpeg
91,31,ミートパイ (Meat Pie),パイ生地の中に牛肉やグレービーソースなどの具材を詰めて焼いた、オーストラリアの国民食。,,/images/food/091.jpeg
92,31,オイスター (Oysters),シドニー周辺の湾で採れる新鮮な牡蠣（オイスター）。生でシンプルに食べるのが人気です。,,/images/food/092.jpg
93,31,BBQ（バーベキュー）,オーストラリア人はBBQが大好きで、ラム肉やソーセージなどを公園やビーチで焼いて楽しみます。,,/images/food/093.jpg
94,32,ブッシュタッカー (Bush Tucker),アボリジニの伝統的な食料。野生の植物の種や実、またはイモ類など。観光客向けにアレンジされて提供されることがあります。,,/images/food/094.jpg
95,32,カンガルー肉料理,赤身でヘルシーなカンガルーの肉をステーキやソーセージなどで提供。オーストラリアならではのジビエ料理です。,,/images/food/095.jpg
96,32,キャメル（ラクダ）肉料理,ラクダの肉をステーキやパテなどで提供。乾燥地帯ならではの食材です。,,/images/food/096.jpg
97,33,バラマンディ (Barramundi),オーストラリアを代表する白身魚。グリルやフライなど、新鮮なバラマンディを使った料理は絶品です。,,/images/food/097.jpg
98,33,クロコダイルやカンガルーの肉料理,ワニ肉やカンガルー肉といったオーストラリアならではのジビエ料理。観光客向けにステーキやソーセージで提供されます。,,/images/food/098.jpg
99,33,クイーンズランド・プローン（エビ）,新鮮なエビを茹でたり、ガーリックバターで炒めたりした、この地域の名物シーフード。,,/images/food/099.jpg
100,34,オージービーフステーキ,上質なオーストラリア産牛肉を使用した、ジューシーなステーキ。,,/images/food/100.jpg
101,34,ラムチョップ,柔らかい子羊肉を香ばしく焼いた、風味豊かな料理。,,/images/food/101.jpg
102,34,ミートパイ,牛ひき肉やグレービーを詰めた、オーストラリアの伝統的な軽食。,,/images/food/102.jpeg
103,35,パブミール,島のパブで提供されるボリューム満点の定食スタイル料理。,,/images/food/103.jpg
104,35,シーフードプレート,エビ・カニ・カラマリなど、新鮮な海産物を盛り合わせた料理。,,/images/food/104.jpg
105,35,クォッカバーガー,島の名物「クォッカ」にちなむ名前のビーフバーガー（クォッカ肉ではなく牛肉）。,,/images/food/105.jpg
106,36,ガパオライス（Pad Krapow）,バジルとひき肉を炒めた人気の屋台料理。目玉焼きをのせて食べるのが定番。,,/images/food/106.jpg
107,36,パッタイ（Pad Thai）,タイ風焼きそば。米麺をエビや卵、モヤシと炒め、甘酸っぱい味付け。,,/images/food/107.jpeg
108,36,トムヤムクン（Tom Yum Goong）,エビ入りのスパイシーなスープ。酸味と辛味のバランスが絶妙。,,/images/food/108.jpg
109,37,プー・パッ・ポン・カリー（Poo Pad Pong Kari）,カニをカレー粉と卵で炒めた、濃厚で人気のシーフード料理。,,/images/food/109.jpg
110,37,グリーンカレー（Green Curry）,ココナッツミルクと青唐辛子を使った、香り高くスパイシーなカレー。,,/images/food/110.jpg
111,37,カオパット（Khao Pad）,タイ風チャーハン。鶏肉やエビを加え、ライムを絞って食べるのが定番。,,/images/food/111.jpg
112,38,コシャリ,マカロニ、米、レンズ豆、ひよこ豆などを混ぜ、トマトソースとフライドオニオンをかけたエジプトの国民食。,,/images/food/112.jpg
113,38,ケバブ（Kebab）,炭火で焼いた牛や羊の串焼き。中東全域で人気のグリル料理。,,/images/food/113.jpg
114,38,フール・メダメス（Ful Medames）,そら豆を煮込んでオリーブオイルやレモンで味付けした伝統料理。,,/images/food/114.jpg
115,39,ターメイヤ（Taameya／ファラフェル）,そら豆をつぶして揚げたコロッケ。外はカリッと中はふんわり。,,/images/food/115.jpg
116,39,サンブーサ（Sambousak）,肉や野菜を包んで揚げたパイ状の軽食。小腹にぴったり。,,/images/food/116.jpg
117,39,ハマム・マハシ（Hamam Mahshi）,ハトにスパイス入りの米を詰めて焼いたごちそう料理。特別な日に食べられる。,,/images/food/117.jpeg
118,40,フール・メダンメス,ソラマメを煮込んでレモン汁やオリーブオイルで味付けした、エジプトの朝食の定番。,,/images/food/118.jpg
119,40,ナイル川産グリルフィッシュ,ナイル川で獲れた魚を炭火で焼いた、地元ならではのシーフード料理。,,/images/food/119.jpg
120,40,シャワルマ（Shawarma）,味付けした肉を削ぎ切りにし、パンに挟んで食べる人気ストリートフード。,,/images/food/120.jpg
121,41,ドゥルディ（Dolmeh）,ブドウの葉や野菜に米や肉を詰めた煮込み料理。家庭料理の定番。,,/images/food/121.jpg
122,41,フェセンジャン（Fesenjan）,クルミとザクロのソースで煮込んだ鶏肉や鳩の煮込み料理。甘酸っぱい深い味わいが特徴。,,/images/food/122.jpg
123,41,ガルメサブジ（Ghormeh Sabzi）,ハーブ、豆、羊肉を煮込んだイラン伝統の煮込み料理。ご飯と一緒に食べる。,,/images/food/123.jpg
124,42,ゼレシュク・ポロ（Zereshk Polo）,サフランライスにバーリーやザクロを混ぜた、甘酸っぱい味のご飯料理。,,/images/food/124.jpg
125,42,クバデ・イスファハニ（Kabab Isfahani）,香辛料で味付けした牛肉やラムの串焼き。地域独特のケバブ。,,/images/food/125.jpg
126,42,アッシュ・レシュテ（Ash Reshteh）,麺と豆、ハーブを煮込んだ濃厚なスープ。家庭料理や屋台で人気。,,/images/food/126.jpg
127,43,ゲイメ・ヤズディ,羊肉と豆、トマトソースで作る煮込み料理に、ドライライムの香りを加えたヤズドの伝統料理。,,/images/food/127.jpg
128,43,クク（Kuku）,ハーブや野菜を卵で固めたイラン風オムレツ。軽食や前菜に最適。,,/images/food/128.jpg
129,43,ログシュト・バデジャン（Khoresh Bademjan）,茄子と肉を煮込んだご飯向けの煮込み料理。,,/images/food/129.jpg
130,44,バーグ・ケバブ（Barg Kebab）,薄切りの牛肉や羊肉をマリネして焼いた、上品で柔らかいケバブ。,,/images/food/130.jpg
131,44,ドルマ（Dolmeh）,ブドウの葉や野菜に米や肉を詰めて煮込んだ家庭料理の定番。,,/images/food/131.jpg
132,44,アシュ（Ash）,野菜や豆、ハーブ、時には肉を煮込んだ濃厚スープ。栄養満点で人気。,,/images/food/132.png
133,45,バターチキン（Butter Chicken）,タンドリーチキンをトマトベースの濃厚なバターとクリームのソースで煮込んだカレー。,,/images/food/133.jpg
134,45,ビリヤニ（Biryani）,サフランライスと肉、香辛料を炊き込んだスパイシーな炊き込みご飯。,,/images/food/134.jpg
135,45,ダール・マッカニ（Dal Makhani）,黒豆をバターとクリームで煮込んだ濃厚なカレー。ナンと相性抜群。,,/images/food/135.jpg
136,46,プラオ（Pulao）,香辛料で炊き込んだ米料理。肉や野菜と一緒に食べることが多い。,,/images/food/136.jpg
137,46,アルー・ティッキー（Aloo Tikki）,スパイスで味付けしたジャガイモのコロッケ。屋台で人気の軽食。,,/images/food/137.jpg
138,46,ロティ／ナン（Roti / Naan）,インドの薄焼きパン。カレーやグリル料理と一緒に食べる。,,/images/food/138.jpg
139,47,ダール・バティ・チュルマ（Dal Baati Churma）,丸い焼きパン（バティ）を豆カレー（ダール）や甘いチュルマと一緒に食べるラージャスターンの伝統料理。,,/images/food/139.jpg
140,47,ガタ・カ・スィカンダ（Gatta Ka Saag）,チャナ粉で作った団子をスパイス入りヨーグルトソースで煮込んだ郷土料理。,,/images/food/140.jpg
141,47,ラジャスターン・ベジタブルカレー,地元の野菜や豆をスパイスで煮込んだ家庭料理。ナンやロティと相性抜群。,,/images/food/141.jpg
142,48,北京ダック（Peking Duck）,皮がパリパリのアヒルを薄餅に包み、ネギや甜麺醤と一緒に食べる北京名物。,,/images/food/142.jpg
143,48,ジャージャー麺（Zhajiangmian）,麦麺に肉味噌をかけ、きゅうりやもやしを添えた家庭的な麺料理。,,/images/food/143.jpg
144,48,ホータオロウ（Huo Guo / Hot Pot）,鍋にスープを入れ、肉や野菜を煮ながら食べる中国風しゃぶしゃぶ。,,/images/food/144.jpg
145,49,ビャンビャン麺（Biang Biang Mian）,太くて幅広い手打ち麺に肉や野菜、辛味ソースをかけた名物麺。,,/images/food/145.jpg
146,49,麻辣串（Mala Chuan）,スパイシーな串焼き。羊肉や野菜に山椒と唐辛子を効かせた屋台料理。,,/images/food/146.jpg
147,49,羊肉串火锅（Yangrou Chuan Hotpot）,羊肉串を鍋で煮ながら食べる西安式の鍋料理。,,/images/food/147.jpg
148,50,小籠包（Xiaolongbao）,薄い皮に肉と熱々のスープを包んだ蒸し餃子。上海名物の点心。,,/images/food/148.jpg
149,50,上海蟹（Shanghai Hairy Crab）,秋に旬を迎える上海名物のワタリガニ。蒸して食べるのが定番。,,/images/food/149.jpg
150,50,紅焼肉（Hong Shao Rou）,豚バラ肉を甘辛く煮込んだ上海伝統の煮込み料理。,,/images/food/150.jpg
151,51,ボルシチ（Borscht）,ビーツを使った鮮やかな赤いスープ。サワークリームを添えて食べるのが定番。,,/images/food/151.jpg
152,51,ピロシキ（Pirozhki）,肉やキャベツ、じゃがいもなどを詰めた小型の焼きまたは揚げパン。,,/images/food/152.jpg
153,51,サリャンカ（Solyanka）,酸味のあるスープで、肉やソーセージ、オリーブなどを煮込んだ濃厚スープ。,,/images/food/153.jpg
154,52,ビーフストロガノフ（Beef Stroganoff）,薄切り牛肉をクリームソースで煮込んだ、ロシアを代表する洋風料理。,,/images/food/154.jpg
155,52,クワス（Kvass）,ライ麦パンを発酵させた伝統飲料。微炭酸で爽やかな味わい。,,/images/food/155.jpg
156,52,カツレツ（Kotlet）,肉を叩いて揚げたハンバーグ風料理。家庭料理やレストランで定番。,,/images/food/156.jpg
157,53,プルコギ（Bulgogi）,甘辛いタレに漬け込んだ牛肉の焼肉。サンチュで巻いて食べるのが定番。,,/images/food/157.jpg
158,53,ビビンバ（Bibimbap）,ご飯に野菜、ナムル、肉、卵をのせ、コチュジャンで混ぜて食べる代表的韓国料理。,,/images/food/158.jpg
159,53,キムチチゲ（Kimchi Jjigae）,キムチを使った辛味のある煮込み鍋。豚肉や豆腐を加えることが多い。,,/images/food/159.jpg
160,54,テジクッパ,豚骨で煮込んだスープにご飯と豚肉を入れた料理。釜山のご当地グルメ。,,/images/food/160.jpg
161,54,テジククス（Dwaeji Gukbap）,豚骨スープにご飯を入れた釜山の郷土料理。,,/images/food/161.jpg
162,54,コムタン（Gomtang）,牛骨や牛肉を長時間煮込んだ濃厚なスープ。ご飯と一緒に食べる。,,/images/food/162.jpg
163,55,黒豚焼肉（Jeju Black Pork BBQ）,済州島特産の黒豚を炭火で焼いたジューシーな焼肉。脂身が甘く柔らかい。,,/images/food/163.jpg
164,55,アワビ粥（Jeju Abalone Porridge）,新鮮なアワビを使った栄養満点の海鮮粥。朝食や軽食として人気。,,/images/food/164.jpg
165,55,タンソッポッサム（Tangsut Bossam）,豚肉を柔らかく煮込み、野菜と一緒に包んで食べる済州の郷土料理。,,/images/food/165.jpg
