id,region_id,name,description,image_url
11,6,キーウェスト,フロリダ半島の最南端に位置する、カリブ海のような雰囲気を持つ美しい島。 文豪ヘミングウェイが愛したこの地は、独特ののんびりとした時間が流れています。 カラフルな家並みが並ぶ旧市街を散策し、島の歴史とアートを感じましょう。 特に、毎夕開催される「サンセット・フェスティバル」で見る夕陽は感動的。 新鮮なシーフードと名物「キーライムパイ」を味わいながら、至福のひとときを。 アメリカ本土にいながら、まるで異国に来たかのような自由なスピリットを感じてください。,/images/tourist_spot/011.jpg
12,1,グリフィス天文台,ロサンゼルスの街を一望する高台に位置し、宇宙の神秘に触れられる場所。 ドーム型のプラネタリウムでは、満天の星空と迫力ある宇宙旅行を体験できます。 ここから見下ろすハリウッドサインと、輝くロサンゼルスの夜景は息をのむ美しさ。 特に夕暮れ時は、空の色が変わり、街に光が灯るドラマチックな瞬間が訪れます。 映画『ラ・ラ・ランド』の舞台としても有名で、ロマンチックな雰囲気も満点。 科学と自然の驚異、そして最高の夜景が一度に楽しめる最高のスポットです。,/images/tourist_spot/012.jpg
13,1,ユニバーサル・スタジオ・ハリウッド,映画の世界に入り込み、ハリウッドの魔法を体験できるテーマパーク。 世界的に有名な映画をテーマにした、最新技術を駆使したスリル満点のアトラクション。 特に、映画のセットや制作過程を巡る「スタジオ・ツアー」は本場ならではの醍醐味。 『ハリー・ポッター』や『スーパー・ニンテンドー・ワールド』など人気エリアも充実。 映画ファンはもちろん、誰もが楽しめるエンターテイメントが詰まっています。 スクリーンの中の興奮を、ぜひこの場所で体感してください。,/images/tourist_spot/013.jpg
14,3,セドナ,地球のエネルギーが溢れる「ボルテックス」として知られる、スピリチュアルな聖地。 赤く燃えるような岩山が織りなす景色は、訪れる人々に癒しとインスピレーションを与えます。 雄大な自然の中でハイキングやヨガを体験し、心身をリフレッシュ。 パワースポット巡りや、クリスタルショップでの特別な出会いも楽しみの一つです。 街全体が特別な力を放ち、訪れるだけで心が浄化されるような感覚に包まれます。 大地のエネルギーを感じながら、自分自身と向き合う特別な旅に出かけませんか。,/images/tourist_spot/014.jpg
15,7,ワイキキビーチ（オアフ島）,ダイヤモンドヘッドを背景に広がる、世界で最も有名なビーチの一つ。 温暖な気候と穏やかな波が、初心者から上級者まで最高のサーフィン体験を提供します。 ビーチ沿いには、高級ホテルやショッピング、グルメスポットが集結し、利便性も抜群。 ヤシの木陰でリラックスしたり、サンセットを眺めながらロマンチックなひとときを。 ハワイの開放的な雰囲気と、アロハ・スピリットを感じられる中心地です。 この楽園で、永遠に忘れられないハワイの休日を満喫してください。,/images/tourist_spot/015.jpg
16,7,ダイヤモンドヘッド（オアフ島）,ワイキキの景色を完成させる、オアフ島の象徴的なランドマークの火山。 頂上までは約1.5時間で登頂可能で、初心者でも挑戦しやすいハイキングコース。 山頂にたどり着けば、青い海とワイキキの美しい街並みが眼下に広がる絶景が待っています。 早朝の日の出に合わせて登れば、感動的な光景に出会えるでしょう。 この場所から見る景色は、あなたのハワイ旅行の最高の思い出になるはずです。 少し汗をかいた先に待つ、オアフ島随一のパノラマビューを体験してください。,/images/tourist_spot/016.jpg
17,7,ハレアカラ国立公園（マウイ島）,"標高3,055mのハレアカラ火山の山頂を中心とする、壮大な景観の国立公園。 特に、雲海に浮かぶように昇る「日の出」は、世界中から観光客が集まる感動のスペクタクル。 まるで火星のような赤い大地が広がるクレーター内をハイキングすることも可能です。 固有種の植物や、珍しいハワイの自然に出会える貴重な場所でもあります。 極寒の山頂で、宇宙の静寂と地球の雄大さを肌で感じてみませんか。 地球上のものとは思えない、神秘的な景色があなたを待っています。",/images/tourist_spot/017.jpg
18,7,キラウエア火山（ハワイ島）,世界で最も活発な火山の一つで、今もなお活動を続ける自然の驚異。 国立公園内では、溶岩台地を歩き、蒸気が噴き出すクレーターの近くまで接近可能。 黒く固まった溶岩の上を歩けば、地球のエネルギーを肌で感じることができます。 噴火活動が活発な時期には、赤く光る溶岩が海に流れ込む幻想的な光景も。 生命の誕生と破壊を同時に見せてくれる、まさに「生きている地球」を体感しましょう。 自然の圧倒的な力を前に、言葉を失う感動があなたを包み込みます。,/images/tourist_spot/018.jpg
19,8,コロッセオ,古代ローマ帝国の栄光と悲劇の歴史が刻まれた、巨大な円形闘技場。 剣闘士や猛獣たちの激しい戦いが繰り広げられた、当時の熱狂を今に伝えています。 半壊した姿が逆に、悠久の時の流れと歴史の重みを強烈に感じさせます。 夜にはライトアップされ、昼間とは違う幻想的で荘厳な姿を見せてくれます。 ローマの最も象徴的なアイコンの一つで、紀元前のロマンスに思いを馳せましょう。 人類の歴史の壮大さと残酷さが凝縮された、必見の遺跡です。,/images/tourist_spot/019.jpg
20,8,フォロ・ロマーノ,かつて古代ローマの中心地として栄えた、政治、商業、宗教の活動の中心地。 広大な敷地には、神殿やバシリカ、凱旋門などの遺跡群が広がり、当時の繁栄を偲ばせます。 石畳を歩けば、ジュリアス・シーザーやマルクス・アウレリウスが歩いた道を辿る気分に。 丘の上から見下ろす全景は、まるでタイムスリップしたかのような感動を与えます。 ローマ帝国の日常と権力が集中した、歴史好きにはたまらない場所。 文明の礎となったこの場所で、千年の時を超えた静かな感動を味わいましょう。,/images/tourist_spot/020.jpg
21,8,トレヴィの泉,バロック様式の豪華絢爛な彫刻と、湧き出る清らかな水が美しい有名な泉。 コインを投げ入れるとローマに再訪できるという伝説で知られています。 夜になるとライトアップされ、彫刻のディテールが浮かび上がり、ロマンチックな雰囲気に。 映画『ローマの休日』の舞台としても有名で、訪れる人々を魅了し続けています。 願いを込めたコインを泉に投げ入れ、またこの美しい街に戻ってくることを祈りましょう。 ローマの喧騒の中にたたずむ、夢と美しさに満ちた空間です。,/images/tourist_spot/021.jpg
22,8,パンテオン,ローマ帝国時代に建設され、ほぼ完全な形で残る古代建築の傑作。 巨大なドーム天井にある、直径約9mの円形の穴「オクルス（目）」は必見です。 このオクルスから差し込む光が、時間とともに内部を巡る様子は神秘的で荘厳。 ラファエロなどの著名人が埋葬されている場所としても知られています。 古代ローマの建築技術の高さと、信仰の力に圧倒されること間違いなし。 完璧な調和と美しさを持つ、静かで神聖な空間を体験してください。,/images/tourist_spot/022.jpg
23,8,スペイン広場,ローマのショッピングと社交の中心地として賑わう、華やかで開放的な広場。 広場から延びる「スペイン階段」は、多くの人々が憩い、景色を楽しむ有名なスポットです。 階段を上り切ると、トリニタ・デイ・モンティ教会の美しい姿が目に飛び込んできます。 周辺には高級ブランド店が立ち並び、ウィンドウショッピングも楽しめます。 映画『ローマの休日』の舞台としても有名で、ヒロイン気分でジェラートを味わいましょう。 ローマの最もエレガントで活気ある雰囲気を満喫できる場所です。,/images/tourist_spot/023.jpg
24,9,サン・ピエトロ大聖堂,カトリック教会の総本山として、世界最大級の威容を誇る壮麗な大聖堂。 ミケランジェロの傑作『ピエタ』をはじめ、人類の至宝と呼べる芸術品の数々を所蔵しています。 ベルニーニ作の豪華な天蓋（バルダッキーノ）の下で、そのスケールに圧倒されます。 クーポラ（円蓋）に登れば、バチカン市国とローマ市街のパノラマを一望できます。 信仰心を超えた、歴史と芸術が凝縮された空間で厳かな時間を過ごしませんか。 建築と美術の極致を極めたこの場所で、神聖な感動を体験してください。,/images/tourist_spot/024.jpg
25,9,バチカン美術館（システィーナ礼拝堂）,歴代ローマ教皇が集めた、膨大な美術品と工芸品のコレクションを誇る美術館。 ハイライトは、ミケランジェロの『最後の審判』が描かれたシスティーナ礼拝堂。 天井画の壮大な迫力と色彩美は、まさに人類史上最高の芸術体験の一つです。 ラファエロの間など、他にも見どころが多く、人類の英知の結晶に触れられます。 長蛇の列に並んででも見る価値のある、世界屈指の至宝の数々がここに。 神に捧げられた美の空間で、時を超えた感動に浸りましょう。,/images/tourist_spot/025.jpg
26,10,ドゥオモ,フィレンツェの街のシンボルであり、ルネサンス建築の最高傑作の一つ。 ブルネレスキが設計した巨大なクーポラ（ドーム）は、その美しさと技術に驚嘆させられます。 クーポラに登れば、ルネサンスの街フィレンツェの赤い屋根の街並みを一望できます。 ジョットの鐘楼と洗礼堂も隣接し、その壮麗な外観は圧倒的な存在感です。 ルネサンスの栄光と情熱が凝縮された、イタリアの芸術都市の心臓部。 フィレンツェの街を彩るこの大聖堂で、偉大な歴史の息吹を感じてください。,/images/tourist_spot/026.jpg
27,10,ウフィツィ美術館,ルネサンス美術の傑作を世界で最も多く収蔵する、イタリア屈指の美術館。 ボッティチェリの『ヴィーナスの誕生』や『プリマヴェーラ』など、必見の作品が目白押し。 メディチ家が収集した膨大なコレクションを通して、華麗なルネサンス文化を辿れます。 芸術に飢えた心を潤す、イタリア絵画の歴史を学ぶ最高の場所です。 美の規範となったルネサンス芸術の真髄を、この場所でじっくりと堪能しましょう。 芸術の都フィレンツェが誇る、永遠の美に出会える場所です。,/images/tourist_spot/027.jpg
28,10,ヴェッキオ橋,アルノ川に架かる、フィレンツェ最古のロマンチックな石造りの橋。 橋の両側には宝石店や貴金属店が連なり、橋自体が一つの商店街となっています。 夕暮れ時、橋の上から眺めるアルノ川とフィレンツェの街の景色は格別。 かつては精肉店が並んでいたという歴史を持つ、ユニークな景観も魅力。 恋人たちの聖地としても知られ、ロマンチックな雰囲気に包まれています。 フィレンツェの歴史と商業、そして愛の物語が詰まった橋を渡りましょう。,/images/tourist_spot/028.jpg
29,10,ミケランジェロ広場,フィレンツェ市街を一望できる、最高のパノラマビューを持つ展望広場。 赤い屋根の街並み、ドゥオモのクーポラ、ヴェッキオ橋まで全てが視界に入ります。 夕暮れ時には、街が黄金色に染まり、息をのむような絶景に包まれます。 広場中央には、ミケランジェロ作『ダビデ像』のブロンズのレプリカがたたずみます。 フィレンツェの美しさを一望したいなら、まず訪れるべき場所です。 ルネサンスの街の全景を、あなたの記憶に焼き付けてください。,/images/tourist_spot/029.jpg
30,11,サン・マルコ広場,「ヨーロッパで最も美しい広間」と称される、ベネチアの政治・宗教の中心地。 ナポレオンが世界で最も美しいと讃えた歴史的な空間です。 広場を囲むサン・マルコ寺院、ドゥカーレ宮殿、鐘楼が荘厳な雰囲気を醸し出します。 カフェで優雅にエスプレッソを飲みながら、生演奏に耳を傾ける至福の時。 時には潮が満ちて水浸しになる「アクア・アルタ」も、この街ならではの風景です。 ベネチアの歴史と優雅さが凝縮されたこの広場で、非日常を味わいましょう。,/images/tourist_spot/030.jpg
31,11,サン・マルコ寺院,聖マルコの遺骸を祀る、ビザンチン様式とゴシック様式が融合した壮麗な大寺院。 内部はきらめく金色のモザイクで覆われ、「黄金の教会」とも呼ばれます。 数多くの戦利品が飾られており、ベネチア共和国の繁栄と権力の歴史を物語ります。 ギリシャ十字型の平面プランと５つのドームが特徴的な独特な建築美。 まばゆいばかりのモザイク画は、見る者を神聖な世界へと誘います。 ベネチアが誇る、東方と西方の文化が融合した芸術の極致をご覧ください。,/images/tourist_spot/031.jpg
32,11,ドゥカーレ宮殿,かつてのベネチア共和国の総督（ドージェ）の公邸であり、政治の中心地だった宮殿。 ゴシック様式とルネサンス様式が融合した、華麗で優美な外観が特徴です。 内部には、ヴェロネーゼやティントレットなど巨匠たちの豪華なフレスコ画が飾られています。 総督の豪華な居室や、暗く重い雰囲気の牢獄「ため息の橋」も必見。 ベネチア共和国の栄華と陰の歴史を、同時に感じられる場所です。 権力の象徴として栄えた、この水上都市の歴史の中心を探訪しましょう。,/images/tourist_spot/032.jpg
33,11,リアルト橋,ベネチアの主要な水路であるカナル・グランデに架かる最も有名な橋。 アーチ型の美しい姿は、ベネチアの観光写真には欠かせないアイコンです。 橋の上からは、ゴンドラが行き交うカナル・グランデの活気ある風景を一望できます。 かつては木造でしたが、再建され現在の石造りの優美な姿となりました。 ベネチアの商業の中心として栄えた歴史を感じさせる、賑やかなスポットです。 ゴンドラが行き交う水上の絶景を、この橋の上から眺めてみましょう,/images/tourist_spot/033.jpg
34,11,ゴンドラ遊覧,ベネチアの細い水路（カナル）を、ゴンドリエーレの歌声と共に優雅に進む体験。 水上からしか見られないベネチアの街の景色は、格別の美しさです。 石造りの建物の間を縫うように進むと、まるで迷宮に入り込んだような気分に。 ロマンチックなムード満点で、特に夕暮れ時は最高の思い出になるでしょう。 ベネチアを訪れたなら、絶対に外せない水上都市ならではの特別な時間。 水の都の魅力を、ゴンドラの揺れに身を任せて堪能してください。,/images/tourist_spot/034.jpg
35,12,スカラ座,世界的に有名なオペラとバレエの公演が行われる、格式高い歌劇場。 ヴェルディ、プッチーニなど、数々の偉大な音楽家がここで名作を生み出しました。 豪華な内装と、世界最高峰の舞台芸術が織りなす空間は、訪れる価値があります。 劇場に隣接する博物館では、オペラの歴史や衣装、楽器などが展示されています。 イタリアの芸術文化、特にオペラの魂を感じられる聖地です。 華麗なミラノの夜を、一流のオペラ鑑賞で彩ってみませんか。,/images/tourist_spot/035.jpg
36,12,ドゥオーモ,"ミラノのシンボルであり、世界最大級のゴシック建築の壮麗な大聖堂。 約135本の尖塔と、約3,400体の彫刻が飾られた外観は息をのむ美しさです。 屋上に登れば、無数の尖塔を間近に見ながらミラノ市街を一望できます。 ステンドグラスが美しい堂内は、静かで厳かな空気に満ちています。 500年以上の歳月をかけて完成した、イタリア・ゴシックの傑作。 ファッションの都ミラノの中心で、その歴史と建築美に触れてください。",/images/tourist_spot/036.jpg
37,12,最後の晩餐,レオナルド・ダ・ヴィンチがサンタ・マリア・デッレ・グラツィエ教会に描いた壁画の傑作。 イエス・キリストが弟子たちと食卓を囲む、劇的な瞬間を見事に捉えています。 保存状態の維持のため、鑑賞は完全予約制で人数制限があるため、非常に貴重。 限られた時間の中で、この大作が放つ迫力と構成の妙をじっくりと堪能できます。 ルネサンスの巨匠が残した、人類の芸術的遺産をその目で見るチャンス。 世界で最も有名な絵画の一つとの、貴重な対面を果たしましょう。,/images/tourist_spot/037.jpg
38,12,ガッレリア,鉄骨とガラスのドームが美しい、ヨーロッパ最古のショッピングアーケード。 プラダやルイ・ヴィトンなど、高級ブランド店や歴史あるカフェが並びます。 優雅な空間は「ミラノの応接間」とも呼ばれ、街の人々の憩いの場でもあります。 床に描かれた牡牛のモザイクの上で一回転すると幸運が訪れるという伝説も。 ミラノのファッションと文化、そして歴史を感じられる華やかな場所。 優雅な空間でショッピングやカフェを楽しみ、ミラノのエッセンスを味わいましょう。,/images/tourist_spot/038.jpg
39,13,ポンペイ遺跡,紀元79年のベスビオ火山噴火により一瞬で埋没した、古代都市の遺跡。 当時の街並み、住居、公共浴場などがほぼ完璧な形で保存されています。 壁画やモザイク画が残る富裕層の家や、生々しい石膏像が生前の生活を伝えます。 2000年前のローマ人の暮らしぶりを、まるで昨日のできごとのように感じられます。 古代ローマの歴史にタイムスリップできる、世界的に貴重な考古学の現場。 歴史の重みと、自然の力の恐ろしさを体感できる場所です。,/images/tourist_spot/039.jpg
40,13,ベスビオ火山,ポンペイなど古代都市を飲み込んだ、今も活動を続けるイタリア本土唯一の活火山。 山頂の火口付近まで登ることができ、地球のエネルギーを感じられます。 山頂からの眺めは、ナポリ湾と遠くの街並みを見渡す絶景です。 豊かな土壌から生まれるワインなど、火山の恵みを感じることもできます。 大地の力強さと、自然の脅威を肌で感じられる貴重な体験。 イタリアの歴史と自然を語る上で欠かせない、象徴的な存在です。,/images/tourist_spot/040.jpg
41,13,サン・セヴェーロ礼拝堂,世界一美しい大理石彫刻と称される『ヴェールを被ったキリスト』が展示される礼拝堂。 布の透け感まで表現された、驚異的な写実性と技術を持つ彫刻に圧倒されます。 ナポリの貴族の遺言で、細部にまでこだわって作られた秘密めいた空間。 礼拝堂全体が、芸術と謎めいた哲学に満ちた特別な雰囲気を持っています。 写真撮影禁止のため、その感動は訪れた人だけの特権となります。 ナポリの隠れた至宝、息をのむような芸術体験を求めるならぜひ。,/images/tourist_spot/041.jpg
42,13,国立考古学博物館,ポンペイやヘルクラネウムなどの遺跡から発掘された、古代ローマの至宝を収蔵。 フレスコ画、モザイク画、彫刻など、貴重な美術品が豊富に展示されています。 特に、ポンペイの日常を伝える展示品の数々は非常に興味深いもの。 古代ギリシャ・ローマ美術の最高傑作を鑑賞できる、世界的に重要な博物館です。 この場所を訪れれば、ポンペイ遺跡をより深く理解することができます。 地中海文明の歴史と芸術が凝縮された、知的好奇心を刺激する場所です。,/images/tourist_spot/042.jpg
43,14,青の洞窟,太陽光が洞窟の奥から差し込み、水面が神秘的な青い光を放つ絶景の洞窟。 小舟に乗って狭い入り口をくぐり抜ける瞬間は、まるで別世界への入り口のようです。 船頭さんの歌声が響く中、水面が輝く様子は、言葉にできない美しさ。 天候や波の状況によって入洞できないため、限られた幸運な人だけが出会える光景。 カプリ島の自然が作り出した、幻想的な光のショーを体験しませんか。 世界中を魅了する、神秘的な青の輝きをその目で確かめてください。,/images/tourist_spot/043.jpg
44,14,モンテ・ソラーロ,カプリ島で最も高い山で、島全体とナポリ湾を一望できる最高の展望台。 一人乗り用のリフト（セッジョーヴィア）に乗って、空を飛ぶような優雅な山頂へ。 山頂からは、カプリ島、ナポリ湾、ベスビオ火山までのパノラマビューが楽しめます。 島の美しい自然と、地中海の青さを心ゆくまで満喫できる場所です。 喧騒を離れ、静寂の中で壮大な景色を楽しむ至福のひととき。 カプリ島の美しさを上空から体験したいなら、ぜひ訪れるべき場所です。,/images/tourist_spot/044.jpg
45,14,アウグスト庭園,カプリ島の中心部にある、美しい花々が咲き誇る絶景の庭園。 庭園からは、海に突き出た有名な奇岩「ファラリオーニ」の絶景が見渡せます。 崖に沿って曲がりくねる「ヴィア・クルップ」の道もここから一望できます。 庭園の散策路からは、青い海と空、そして岩のコントラストが美しい景色が楽しめます。 手入れの行き届いた庭園で、地中海のリゾート気分を味わいましょう。 カプリ島の自然美と、手入れされた景観が調和したロマンチックな場所です。,/images/tourist_spot/045.jpg
46,15,ポジターノ,崖にへばりつくようにカラフルな家々が建ち並ぶ、アマルフィ海岸屈指の景勝地。 息をのむような美しい景観は、多くの映画や写真の舞台となっています。 迷路のような細い路地を散策し、ブティックやカフェを巡るのが楽しい場所。 地中海の青い海と、斜面に連なる街並みのコントラストは感動的。 イタリアの「美しい村」の代表格で、優雅なリゾート気分を満喫できます。 夢のように美しい街で、地中海の輝きに包まれる特別な時間をどうぞ。,/images/tourist_spot/046.jpg
47,15,アマルフィ大聖堂,アマルフィ共和国の栄華を象徴する、華麗なロマネスク様式の大聖堂。 鮮やかな黄土色のファサードと、エキゾチックなモザイクの装飾が目を引きます。 聖アンドレアの遺骸が安置されている場所としても知られています。 長くて急な階段を上って訪れるその姿は、街のシンボルとして圧倒的な存在感。 かつて海洋都市国家として栄えたアマルフィの歴史を感じられる場所です。 アマルフィ海岸の美しい景色と共に、歴史的な建築美を堪能しましょう。,/images/tourist_spot/047.jpg
48,15,ラヴェッロ,アマルフィ海岸を見下ろす高台に位置する、静かで美しい天空の村。 喧騒を離れた落ち着いた雰囲気と、息をのむような絶景が魅力です。 特に、ヴィラ・ルーフォロやヴィラ・チンブローネからの眺めは天下一品。 ワーグナーなど多くの芸術家に愛された、ロマンチックな場所としても有名です。 テラスから見下ろす紺碧の地中海は、まるで絵画のような美しさ。 アマルフィ海岸の優雅なリゾート気分を、静かに堪能したい方におすすめです。,/images/tourist_spot/048.jpg
49,16,エトナ山,ヨーロッパ最大の活火山であり、今もなお活動を続ける自然の驚異。 標高が高く、年間を通じて雪を抱く姿は、南国のシチリアで異彩を放ちます。 ツアーに参加して火口付近まで登れば、地球の息吹を間近に感じられます。 火山活動によって形成された独特の景観や、肥沃な土地が育むブドウ畑も魅力。 その壮大さと、時折噴煙を上げる姿は、訪れる者に畏敬の念を抱かせます。 シチリアの大自然の力を体感できる、忘れられない体験を。,/images/tourist_spot/049.jpg
50,16,タオルミーナのギリシャ劇場,イオニア海を見下ろす高台に位置する、古代ギリシャ・ローマ時代の劇場跡。 劇場の石段の向こうには、青い海とエトナ山の雄大な姿が広がる絶景。 世界で最も美しい景色を持つ劇場として、今もなお人々を魅了し続けています。 夏にはコンサートやオペラが開催され、歴史的な舞台で現代の芸術に触れられます。 古代の歴史とシチリアの自然美が融合した、感動的な場所。 この絶景の劇場で、古代人の感性と自然の雄大さに思いを馳せましょう。,/images/tourist_spot/050.jpg
51,16,パレルモ大聖堂,シチリアの歴史を物語る、様々な様式が混在する壮麗な大聖堂。 イスラム、ノルマン、ゴシック、バロックなど、複数の文化の影響が見られます。 金のモザイクが美しい内部や、屋上からのパレルモ市街の眺めも魅力。 シチリア島の支配者が変わるたびに改築された、複雑な歴史の証人です。 多様な文化が交差したシチリアの歴史を、建築を通して感じられます。 パレルモの街の中心で、異文化が融合した独自の美しさを発見してください。,/images/tourist_spot/051.jpg
52,16,神殿の谷（アグリジェント）,地中海を見下ろす丘の上に、古代ギリシャの神殿が立ち並ぶ壮大な遺跡群。 ドーリア式神殿の壮麗な姿が、当時のマグナ・グラエキアの繁栄を伝えます。 特にコンコルディア神殿は保存状態が良く、美しい姿を今に伝えています。 夕暮れ時、黄金色に染まる神殿の姿は、まるで神話の世界のような幻想的な光景。 地中海文明の歴史と、シチリアの雄大な自然を同時に感じられます。 古代ギリシャの栄光が残るこの場所で、歴史のロマンに浸りましょう。,/images/tourist_spot/052.jpg
53,17,5つの村,険しい海岸線にカラフルな家々がへばりつくように建つ、世界遺産の絶景。 モンテロッソ、ヴェルナッツァ、コルニーリア、マナローラ、リオマッジョーレの五つの村。 村々を結ぶハイキングコースからの眺めは、息をのむほどの美しさです。 素朴で静かな村々の生活と、地中海の自然が織りなす癒しの空間。 車が入れないため、ハイキングや鉄道、船で巡る特別な旅が楽しめます。 イタリアで最も美しい海岸線の風景を、五感をフルに使って満喫してください。,/images/tourist_spot/053.jpg
54,17,愛の小道,チンクエテッレのリオマッジョーレとマナローラを結ぶ、海沿いの遊歩道。 名前の通りロマンチックな雰囲気で、恋人たちが愛を語り合った場所として知られます。 道の途中には愛の南京錠が掛けられたフェンスなどがあり、写真スポットになっています。 海沿いの断崖絶壁を歩くコースからの眺めは、絶景の一言。 残念ながら現在は閉鎖区間がありますが、再開が待たれるロマンの道です。 地中海の青い海と空の下、愛の物語を感じながら散策を楽しみましょう。,/images/tourist_spot/054.jpg
