id,country_id,name,budget,flight_time,timezone,climate,risk_level,description,image_url
35,6,ロットネスト島,50,約10～11時間（パース経由＋船30分）,約+1時間～2時間,温暖で乾燥,特になし。全土で危険情報なし。,パース近郊の島。クオッカ（かわいい小動物）とビーチが観光の目玉。,/images/region/035.jpg
36,7,バンコク,25,約6～7時間,約-2時間,年中暑く湿度高い,レベル1,タイの首都。寺院・屋台・ナイトライフが混在する活気ある都市。,/images/region/036.jpg
37,7,プーケット,25,約8～9時間（バンコク経由）,約-2時間,雨季5〜10月,レベル1,タイ南部の大きな島。ビーチリゾート・マリンスポーツが楽しめる。,/images/region/037.jpg
38,8,カイロ,50,約14～15時間（ドバイ等経由）,約-7時間,乾燥し昼夜差大,レベル1,エジプトの首都。ピラミッド・スフィンクスなど古代エジプト文明の象徴。,/images/region/038.jpg
39,8,ルクソール,55,約16～17時間（カイロ経由）,約-7時間,夏極端に暑い,レベル1,エジプト南部。古代都テーベの遺跡群が集中する考古学の宝庫。,/images/region/039.jpg
40,8,アスワン,55,約17～18時間（カイロ経由）,約-7時間,一年中乾燥・猛暑,レベル1,ナイル川上流の町。ゆったりした雰囲気と古代遺跡・湖が魅力。,/images/region/040.jpg
41,9,シラーズ,55,約14～15時間（ドーハやドバイ経由）,約‑5.5〜‑6.5時間,昼夜差大,レベル3,イラン南西部の都市。詩人ハーフェズゆかりの地とペルシャ文化。,/images/region/041.jpg
42,9,イスファハン,55,約14～15時間（経由）,約‑5.5〜‑6.5時間,冬寒く夏暑い,レベル3,イラン中央部。イスラム建築の傑作が揃う歴史都市。,/images/region/042.jpg
43,9,ヤズド,55,約15～16時間（経由）,約‑5.5〜‑6.5時間,非常に乾燥,レベル3,イラン中央砂漠地帯。古い街並み・風塔のある伝統都市。,/images/region/043.jpg
44,9,テヘラン,55,約12～13時間（経由）,約‑5.5〜‑6.5時間,四季明確,レベル3,イランの首都。商業・文化の中心。高台から市街を一望可能。,/images/region/044.jpg
45,10,デリー,40,約9時間,約‑3.5時間,冬涼しく夏猛暑,レベル1,インドの首都圏。歴史建築・市場・多様な宗教文化が混在。,/images/region/045.jpg
46,10,アグラ,40,約10時間（デリー経由＋車4時間）,約‑3.5時間,乾燥、夏非常に暑い,レベル1,インド北部。世界遺産 タージ・マハル がある観光都市。,/images/region/046.jpg
47,10,ジャイプール,40,約10時間（デリー経由＋車5時間）,約‑3.5時間,乾燥し晴天多い,レベル1,インドの「ピンク・シティ」。宮殿・要塞・伝統工芸が豊富。,/images/region/047.jpg
48,11,北京,35,約4時間,約‑1時間,冬寒く乾燥、夏短い,レベル1,中国の首都。故宮・天安門・万里の長城の拠点として。,/images/region/048.jpg
49,11,西安,35,約5～6時間,約‑1時間,年較差大,レベル1,中国内陸部。兵馬俑・長安時代の都として歴史深い。,/images/region/049.jpg
50,11,上海,35,約3時間,約‑1時間,夏多湿・梅雨あり,レベル1,中国最大都市。近未来的高層ビル・古い街並み・多文化が融合。,/images/region/050.jpg
51,12,サンクトペテルブルク,55,約13～14時間（経由）,約‑6時間,夏短く冬長い,レベル3,ロシア北西部。宮殿・運河・文化施設が豊富な「北のヴェネツィア」。,/images/region/051.jpg
52,12,モスクワ,55,約10～11時間（経由）,約‑6時間,冬極寒、夏短い,レベル3,ロシアの首都。クレムリン・赤の広場など歴史政治の中心。,/images/region/052.jpg
53,13,ソウル,20,約2～2.5時間,なし,四季明確,特になし。全土で危険情報なし。,韓国の首都。伝統宮殿・近代都市・グルメが一体となる都市。,/images/region/053.jpg
54,13,釜山,20,約2時間,なし,冬穏やか,特になし。全土で危険情報なし。,韓国南部の港町。海・市場・ビーチ・都市が融合したリゾート＆都市。,/images/region/054.jpg
55,13,済州島,20,約2.5～3時間,なし,温暖で風強い,特になし。全土で危険情報なし。,韓国の島リゾート。火山・海岸・自然景観が豊富で週末旅行先として人気。,/images/region/055.jpg
